block,link,new_confirmed,confirmed,active,recovered,deceased
Araria,index.html,0,1,1,0,0
Bhargama,index.html,0,0,0,0,0
Forbesganj,index.html,0,0,0,0,0
Jokihat,index.html,0,0,0,0,0
Kursakanta,index.html,0,0,0,0,0
Narpatganj,index.html,0,0,0,0,0
Palasi,index.html,0,0,0,0,0
Raniganj,index.html,0,0,0,0,0
Sikti,index.html,0,0,0,0,0
Total,index.html,0,1,1,0,0
